time,voltage
0.7623947614593077,0.9985185185185185
0.7240411599625819,0.9985185185185185
0.529466791393826,0.9985185185185185
0.3938260056127222,0.9985185185185185
0.3161833489242282,0.9985185185185185
0.025257249766136577,0.9985185185185185
0.9766136576239476,0.9911111111111112
0.9569691300280636,0.9911111111111112
0.8016838166510758,0.9911111111111112
0.7043966323666978,0.9911111111111112
0.6847521047708138,0.9911111111111112
0.6847521047708138,0.9925925925925926
0.6651075771749299,0.9911111111111112
0.6267539756782039,0.9911111111111112
0.5884003741814781,0.9911111111111112
0.54911131898971,0.9911111111111112
0.54911131898971,0.9925925925925926
0.509822263797942,0.9911111111111112
0.3545369504209542,0.9911111111111112
0.35547240411599623,0.9911111111111112
0.33582787652011226,0.9911111111111112
0.16089803554724041,0.9911111111111112
0.1412535079513564,0.9911111111111112
0.1216089803554724,0.9911111111111112
0.0832553788587465,0.9911111111111112
0.06361085126286249,0.9911111111111112
0.04396632366697849,0.9911111111111112
0.9953227315247896,0.9896296296296296
0.9953227315247896,0.9925925925925926
0.8989710009354537,0.9896296296296296
0.8980355472404116,0.9911111111111112
0.8989710009354537,0.9925925925925926
0.8203928905519177,0.9896296296296296
0.8203928905519177,0.9925925925925926
0.7623947614593077,0.9896296296296296
0.7623947614593077,0.9925925925925926
0.7240411599625819,0.9896296296296296
0.7240411599625819,0.9925925925925926
0.646398503274088,0.9896296296296296
0.646398503274088,0.9925925925925926
0.6071094480823199,0.9896296296296296
0.6071094480823199,0.9925925925925926
0.529466791393826,0.9896296296296296
0.529466791393826,0.9925925925925926
0.4714686623012161,0.9896296296296296
0.4714686623012161,0.9925925925925926
0.3938260056127222,0.9896296296296296
0.3938260056127222,0.9925925925925926
0.3161833489242282,0.9896296296296296
0.3161833489242282,0.9925925925925926
0.29653882132834425,0.9896296296296296
0.29653882132834425,0.9925925925925926
0.9373246024321796,0.9881481481481481
0.9373246024321796,1.0
0.25818521983161835,0.9881481481481481
0.25818521983161835,1.0
0.025257249766136577,0.9881481481481481
0.025257249766136577,0.9925925925925926
0.33582787652011226,0.9718518518518519
0.06361085126286249,0.9718518518518519
0.9953227315247896,0.9703703703703703
0.9953227315247896,0.9718518518518519
0.9766136576239476,0.9703703703703703
0.9766136576239476,0.9718518518518519
0.8980355472404116,0.9703703703703703
0.8980355472404116,0.9718518518518519
0.8989710009354537,0.9718518518518519
0.8989710009354537,0.9703703703703703
0.3938260056127222,0.9703703703703703
0.3938260056127222,0.9718518518518519
0.3545369504209542,0.9703703703703703
0.3545369504209542,0.9718518518518519
0.35547240411599623,0.9718518518518519
0.3161833489242282,0.9703703703703703
0.3161833489242282,0.9718518518518519
0.29653882132834425,0.9703703703703703
0.29653882132834425,0.9718518518518519
0.16089803554724041,0.9703703703703703
0.16089803554724041,0.9718518518518519
0.1216089803554724,0.9703703703703703
0.1216089803554724,0.9718518518518519
0.0832553788587465,0.9703703703703703
0.0832553788587465,0.9718518518518519
0.04396632366697849,0.9703703703703703
0.04396632366697849,0.9718518518518519
0.25818521983161835,0.9688888888888889
0.25818521983161835,0.9748148148148148
0.025257249766136577,0.9688888888888889
0.025257249766136577,0.9733333333333334
0.9569691300280636,0.9614814814814815
0.8793264733395697,0.9614814814814815
0.1796071094480823,0.9614814814814815
0.1412535079513564,0.9614814814814815
0.1019644527595884,0.9614814814814815
0.9953227315247896,0.96
0.9953227315247896,0.9614814814814815
0.9766136576239476,0.96
0.9766136576239476,0.9614814814814815
0.8980355472404116,0.96
0.8980355472404116,0.9614814814814815
0.8989710009354537,0.9629629629629629
0.8989710009354537,0.96
0.3938260056127222,0.96
0.3938260056127222,0.9629629629629629
0.3545369504209542,0.96
0.3545369504209542,0.9614814814814815
0.35547240411599623,0.9614814814814815
0.35547240411599623,0.96
0.33582787652011226,0.96
0.33582787652011226,0.9614814814814815
0.3161833489242282,0.96
0.3161833489242282,0.9614814814814815
0.29653882132834425,0.96
0.29653882132834425,0.9614814814814815
0.16089803554724041,0.96
0.16089803554724041,0.9614814814814815
0.1216089803554724,0.96
0.1216089803554724,0.9614814814814815
0.0832553788587465,0.96
0.0832553788587465,0.9614814814814815
0.04396632366697849,0.96
0.04396632366697849,0.9614814814814815
0.04490177736202058,0.9614814814814815
0.25818521983161835,0.9585185185185185
0.25818521983161835,0.9644444444444444
0.025257249766136577,0.9585185185185185
0.025257249766136577,0.9629629629629629
0.9766136576239476,0.9511111111111111
0.3545369504209542,0.9511111111111111
0.35547240411599623,0.9511111111111111
0.33582787652011226,0.9511111111111111
0.3161833489242282,0.9511111111111111
0.3161833489242282,0.9525925925925925
0.29653882132834425,0.9511111111111111
0.29653882132834425,0.9525925925925925
0.1796071094480823,0.9511111111111111
0.16089803554724041,0.9511111111111111
0.1412535079513564,0.9511111111111111
0.1216089803554724,0.9511111111111111
0.1216089803554724,0.9525925925925925
0.0832553788587465,0.9511111111111111
0.04396632366697849,0.9511111111111111
0.9953227315247896,0.9496296296296296
0.9953227315247896,0.9525925925925925
0.8989710009354537,0.9496296296296296
0.8980355472404116,0.9511111111111111
0.8989710009354537,0.9525925925925925
0.3938260056127222,0.9496296296296296
0.3938260056127222,0.9525925925925925
0.025257249766136577,0.9496296296296296
0.025257249766136577,0.9525925925925925
0.25818521983161835,0.9466666666666667
0.25818521983161835,0.9540740740740741
0.9176800748362957,0.9422222222222222
0.9186155285313377,0.9422222222222222
0.41347053320860616,0.9422222222222222
0.23854069223573432,0.9422222222222222
0.1992516370439663,0.9422222222222222
0.20018709073900842,0.9422222222222222
0.9953227315247896,0.9407407407407408
0.9953227315247896,0.9422222222222222
0.9962581852198317,0.9422222222222222
0.9962581852198317,0.9407407407407408
0.9766136576239476,0.9407407407407408
0.9756782039289055,0.9422222222222222
0.9766136576239476,0.9422222222222222
0.9569691300280636,0.9407407407407408
0.9569691300280636,0.9422222222222222
0.8980355472404116,0.9407407407407408
0.8980355472404116,0.9422222222222222
0.8989710009354537,0.9422222222222222
0.8989710009354537,0.9407407407407408
0.8793264733395697,0.9407407407407408
0.8793264733395697,0.9422222222222222
0.3938260056127222,0.9407407407407408
0.3938260056127222,0.9422222222222222
0.3545369504209542,0.9407407407407408
0.3545369504209542,0.9422222222222222
0.35547240411599623,0.9422222222222222
0.35547240411599623,0.9407407407407408
0.33582787652011226,0.9407407407407408
0.33582787652011226,0.9422222222222222
